,SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,TAXON_GROUP,COM_NAME_CODES,SCI_NAME_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE,EXTINCT,ebird_idx,inat_id,preferred_common_name,matched_term,name,photo_url,wikipedia_url
9778,Crithagra koliensis,Papyrus Canary,papcan1,31867,"Finches, Euphonias, and Allies",PACA,CRKO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10083,558606,Papyrus Canary,Crithagra koliensis,Crithagra koliensis,https://inaturalist-open-data.s3.amazonaws.com/photos/190302380/medium.jpeg,
9779,Crithagra scotops,Forest Canary,forcan1,31868,"Finches, Euphonias, and Allies",FOCA,CRSC,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10084,558607,Forest Canary,Crithagra scotops,Crithagra scotops,https://inaturalist-open-data.s3.amazonaws.com/photos/219385053/medium.jpg,https://en.wikipedia.org/wiki/Forest_canary
9780,Crithagra rothschildi,Olive-rumped Serin,olrser1,31872,"Finches, Euphonias, and Allies",ORSE ARSE,CRRO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10085,558608,Olive-rumped Serin,Crithagra rothschildi,Crithagra rothschildi,https://inaturalist-open-data.s3.amazonaws.com/photos/218873/medium.jpg,
9781,Crithagra atrogularis,Black-throated Canary,bltcan1,31873,"Finches, Euphonias, and Allies",BTCA BTSE,CRAT,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10086,558609,Black-throated Canary,Crithagra atrogularis,Crithagra atrogularis,https://inaturalist-open-data.s3.amazonaws.com/photos/164283/medium.jpg,
9782,Crithagra reichenowi,Reichenow's Seedeater,reisee2,31881,"Finches, Euphonias, and Allies",RESE,CRRE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10087,558610,Reichenow's Seedeater,Crithagra reichenowi,Crithagra reichenowi,https://inaturalist-open-data.s3.amazonaws.com/photos/164079/medium.jpg,http://en.wikipedia.org/wiki/Reichenow's_seedeater
9783,Crithagra xanthopygia,Yellow-rumped Serin,yerser1,31882,"Finches, Euphonias, and Allies",YRSE,CRXA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10088,558611,Yellow-rumped Serin,Crithagra xanthopygia,Crithagra xanthopygia,https://inaturalist-open-data.s3.amazonaws.com/photos/9782732/medium.jpeg,
9784,Crithagra citrinipectus,Lemon-breasted Seedeater,lebsee1,31883,"Finches, Euphonias, and Allies",LBCA LBSE,CRCI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10089,558612,Lemon-breasted Seedeater,Crithagra citrinipectus,Crithagra citrinipectus,https://inaturalist-open-data.s3.amazonaws.com/photos/10171736/medium.jpg,
9785,Crithagra dorsostriata,White-bellied Canary,whbcan1,31884,"Finches, Euphonias, and Allies",WBCA,CRDO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10090,558613,White-bellied Canary,Crithagra dorsostriata,Crithagra dorsostriata,https://inaturalist-open-data.s3.amazonaws.com/photos/987794/medium.jpg,https://en.wikipedia.org/wiki/White-bellied_canary
9786,Crithagra flavigula,Yellow-throated Serin,yetser1,31888,"Finches, Euphonias, and Allies",YTSE,CRFL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10091,558614,Yellow-throated Serin,Crithagra flavigula,Crithagra flavigula,https://inaturalist-open-data.s3.amazonaws.com/photos/58018368/medium.jpg,
9787,Crithagra xantholaema,Salvadori's Serin,salser1,31889,"Finches, Euphonias, and Allies",SASE,CRXA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10092,558615,Salvadori's Serin,Crithagra xantholaema,Crithagra xantholaema,https://inaturalist-open-data.s3.amazonaws.com/photos/9790465/medium.jpg,https://en.wikipedia.org/wiki/Salvadori's_seedeater
9788,Crithagra donaldsoni,Northern Grosbeak-Canary,norgrc1,31890,"Finches, Euphonias, and Allies",NOGC NGCA,CRDO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10093,558616,Northern Grosbeak-Canary,Crithagra donaldsoni,Crithagra donaldsoni,https://inaturalist-open-data.s3.amazonaws.com/photos/9952076/medium.jpg,
9789,Crithagra buchanani,Southern Grosbeak-Canary,sougrc1,31891,"Finches, Euphonias, and Allies",SGCA SOGC,CRBU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10094,558617,Southern Grosbeak-Canary,Crithagra buchanani,Crithagra buchanani,https://inaturalist-open-data.s3.amazonaws.com/photos/141127131/medium.jpeg,http://en.wikipedia.org/wiki/Southern_grosbeak-canary
9790,Crithagra sulphurata,Brimstone Canary,brican1,31892,"Finches, Euphonias, and Allies",BRCA,CRSU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10095,558618,Brimstone Canary,Crithagra sulphurata,Crithagra sulphurata,https://static.inaturalist.org/photos/44086911/medium.jpeg,http://en.wikipedia.org/wiki/Brimstone_canary
9791,Crithagra flaviventris,Yellow Canary,yelcan1,31896,"Finches, Euphonias, and Allies",YECA,CRFL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10096,527609,Yellow Canary,Crithagra flaviventris,Crithagra flaviventris,https://inaturalist-open-data.s3.amazonaws.com/photos/22837074/medium.jpg,http://en.wikipedia.org/wiki/Yellow_canary
9792,Crithagra albogularis,White-throated Canary,whtcan1,31901,"Finches, Euphonias, and Allies",WTCA,CRAL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10097,527434,White-throated Canary,Crithagra albogularis,Crithagra albogularis,https://inaturalist-open-data.s3.amazonaws.com/photos/6176178/medium.jpeg,http://en.wikipedia.org/wiki/White-throated_canary
9793,Crithagra striolata,Streaky Seedeater,strsee1,31906,"Finches, Euphonias, and Allies",STSE,CRST,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10098,558619,Streaky Seedeater,Crithagra striolata,Crithagra striolata,https://inaturalist-open-data.s3.amazonaws.com/photos/154412807/medium.jpeg,http://en.wikipedia.org/wiki/Streaky_seedeater
9794,Crithagra whytii,Yellow-browed Seedeater,yebsee2,31909,"Finches, Euphonias, and Allies",STSE YBSE,CRWH,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10099,558620,Yellow-browed Seedeater,Crithagra whytii,Crithagra whytii,https://inaturalist-open-data.s3.amazonaws.com/photos/110317887/medium.jpg,https://en.wikipedia.org/wiki/Yellow-browed_seedeater
9795,Crithagra burtoni,Thick-billed Seedeater,thbsee1,31910,"Finches, Euphonias, and Allies",TBSE,CRBU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10100,558621,Thick-billed Seedeater,Crithagra burtoni,Crithagra burtoni,https://inaturalist-open-data.s3.amazonaws.com/photos/7752972/medium.jpg,http://en.wikipedia.org/wiki/Thick-billed_seedeater
9796,Crithagra melanochroa,Tanzania Seedeater,tansee1,31915,"Finches, Euphonias, and Allies",TASE KISE,CRME,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10101,558622,Kipengere Seedeater,Crithagra melanochroa,Crithagra melanochroa,https://inaturalist-open-data.s3.amazonaws.com/photos/87259566/medium.jpg,
9797,Crithagra rufobrunnea,Principe Seedeater,prisee1,31916,"Finches, Euphonias, and Allies",PRSE,CRRU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10102,558623,Principe Seedeater,Crithagra rufobrunnea,Crithagra rufobrunnea,https://inaturalist-open-data.s3.amazonaws.com/photos/1105952/medium.jpg,http://en.wikipedia.org/wiki/Principe_seedeater
9798,Crithagra concolor,Sao Tome Grosbeak,satgro1,31920,"Finches, Euphonias, and Allies",STGR,CRCO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10103,558624,São Tomé Grosbeak,Crithagra concolor,Crithagra concolor,https://inaturalist-open-data.s3.amazonaws.com/photos/51946395/medium.jpg,https://en.wikipedia.org/wiki/São_Tomé_grosbeak
9799,Crithagra leucoptera,Protea Canary,procan1,31921,"Finches, Euphonias, and Allies",PRCA,CRLE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10104,558625,Protea Canary,Crithagra leucoptera,Crithagra leucoptera,https://inaturalist-open-data.s3.amazonaws.com/photos/111412867/medium.jpg,https://en.wikipedia.org/wiki/Protea_canary
9800,Crithagra mennelli,Black-eared Seedeater,blesee1,31922,"Finches, Euphonias, and Allies",BESE,CRME,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10105,558626,Black-eared Seedeater,Crithagra mennelli,Crithagra mennelli,https://inaturalist-open-data.s3.amazonaws.com/photos/6045376/medium.jpg,
9801,Crithagra canicapilla,West African Seedeater,sthsee3,31923,"Finches, Euphonias, and Allies",WASE,CRCA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10106,979670,West African Seedeater,Crithagra canicapilla,Crithagra canicapilla,https://inaturalist-open-data.s3.amazonaws.com/photos/64926719/medium.jpg,https://en.wikipedia.org/wiki/West_African_seedeater
9802,Crithagra gularis,Streaky-headed Seedeater,sthsee2,31927,"Finches, Euphonias, and Allies",SHSE,CRGU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10107,979671,Streaky-headed Seedeater,Crithagra gularis,Crithagra gularis,https://inaturalist-open-data.s3.amazonaws.com/photos/15233552/medium.jpg,https://en.wikipedia.org/wiki/Streaky-headed_seedeater
9803,Crithagra reichardi,Reichard's Seedeater,reisee1,31933,"Finches, Euphonias, and Allies",RBSE RESE SBSE,CRRE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10108,558627,Reichard's Seedeater,Crithagra reichardi,Crithagra reichardi,https://inaturalist-open-data.s3.amazonaws.com/photos/42253140/medium.jpg,
9804,Crithagra tristriata,Brown-rumped Seedeater,brrsee1,31936,"Finches, Euphonias, and Allies",BRSE,CRTR,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10109,558628,Brown-rumped Seedeater,Crithagra tristriata,Crithagra tristriata,https://inaturalist-open-data.s3.amazonaws.com/photos/14228222/medium.jpg,
9805,Crithagra menachensis,Yemen Serin,yemser1,31937,"Finches, Euphonias, and Allies",YESE,CRME,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10110,558629,Yemen Serin,Crithagra menachensis,Crithagra menachensis,https://inaturalist-open-data.s3.amazonaws.com/photos/91599881/medium.jpeg,
9806,Crithagra ankoberensis,Ankober Serin,ankser2,31938,"Finches, Euphonias, and Allies",ANSE,CRAN,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10111,558630,Ankober Serin,Crithagra ankoberensis,Crithagra ankoberensis,https://inaturalist-open-data.s3.amazonaws.com/photos/13121668/medium.jpg,
9807,Crithagra totta,Cape Siskin,capsis2,31939,"Finches, Euphonias, and Allies",CASI,CRTO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10112,558631,Cape Siskin,Crithagra totta,Crithagra totta,https://inaturalist-open-data.s3.amazonaws.com/photos/15217880/medium.jpg,http://en.wikipedia.org/wiki/Cape_siskin
9808,Crithagra symonsi,Drakensberg Siskin,drasis2,31940,"Finches, Euphonias, and Allies",DRSI,CRSY,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10113,558632,Drakensberg Siskin,Crithagra symonsi,Crithagra symonsi,https://inaturalist-open-data.s3.amazonaws.com/photos/8191782/medium.jpg,https://en.wikipedia.org/wiki/Drakensberg_siskin
9809,Linaria flavirostris,Twite,twite1,31942,"Finches, Euphonias, and Allies",TWIT,LIFL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10114,558633,Twite,Linaria flavirostris,Linaria flavirostris,https://inaturalist-open-data.s3.amazonaws.com/photos/109526950/medium.jpg,http://en.wikipedia.org/wiki/Twite
9810,Linaria cannabina,Eurasian Linnet,eurlin1,31951,"Finches, Euphonias, and Allies",EULI COLI,LICA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10115,558634,Eurasian Linnet,Linaria cannabina,Linaria cannabina,https://static.inaturalist.org/photos/85055150/medium.jpg,https://en.wikipedia.org/wiki/Common_linnet
9811,Linaria yemenensis,Yemen Linnet,yemlin1,31960,"Finches, Euphonias, and Allies",YELI,LIYE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10116,558635,Yemen Linnet,Linaria yemenensis,Linaria yemenensis,https://inaturalist-open-data.s3.amazonaws.com/photos/261076382/medium.jpeg,
9812,Acanthis flammea,Common Redpoll,comred,31962,"Finches, Euphonias, and Allies",REDP,ACFL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10118,145300,Common Redpoll,Acanthis flammea,Acanthis flammea,https://inaturalist-open-data.s3.amazonaws.com/photos/226173/medium.jpg,http://en.wikipedia.org/wiki/Common_redpoll
9813,Acanthis cabaret,Lesser Redpoll,lesred1,31967,"Finches, Euphonias, and Allies",REDP,ACCA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10119,145301,Lesser Redpoll,Acanthis cabaret,Acanthis cabaret,https://inaturalist-open-data.s3.amazonaws.com/photos/8231164/medium.jpg,http://en.wikipedia.org/wiki/Lesser_redpoll
9814,Acanthis hornemanni,Hoary Redpoll,hoared,31969,"Finches, Euphonias, and Allies",REDP ARRE,ACHO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10120,145302,Hoary Redpoll,Acanthis hornemanni,Acanthis hornemanni,https://static.inaturalist.org/photos/114324212/medium.jpg,https://en.wikipedia.org/wiki/Arctic_redpoll
9815,Loxia pytyopsittacus,Parrot Crossbill,parcro2,31975,"Finches, Euphonias, and Allies",PACR,LOPY,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10121,10420,Parrot Crossbill,Loxia pytyopsittacus,Loxia pytyopsittacus,https://inaturalist-open-data.s3.amazonaws.com/photos/243484632/medium.jpeg,http://en.wikipedia.org/wiki/Parrot_crossbill
9816,Loxia scotica,Scottish Crossbill,scocro1,31976,"Finches, Euphonias, and Allies",SCCR,LOSC,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10122,10421,Scottish Crossbill,Loxia scotica,Loxia scotica,https://inaturalist-open-data.s3.amazonaws.com/photos/167798612/medium.jpg,http://en.wikipedia.org/wiki/Scottish_crossbill
9817,Loxia curvirostra,Red Crossbill,redcro,31977,"Finches, Euphonias, and Allies",COCR,LOCU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10123,10411,Red Crossbill,Loxia curvirostra,Loxia curvirostra,https://inaturalist-open-data.s3.amazonaws.com/photos/5741273/medium.jpg,http://en.wikipedia.org/wiki/Red_crossbill
9818,Loxia sinesciuris,Cassia Crossbill,redcro9,32017,"Finches, Euphonias, and Allies",RECR,LOSI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10124,558637,Cassia Crossbill,Loxia sinesciuris,Loxia sinesciuris,https://inaturalist-open-data.s3.amazonaws.com/photos/46557276/medium.jpg,http://en.wikipedia.org/wiki/Cassia_crossbill
9819,Loxia megaplaga,Hispaniolan Crossbill,hiscro,32019,"Finches, Euphonias, and Allies",,LOME,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10125,10422,Hispaniolan Crossbill,Loxia megaplaga,Loxia megaplaga,https://inaturalist-open-data.s3.amazonaws.com/photos/1534132/medium.jpg,http://en.wikipedia.org/wiki/Hispaniolan_crossbill
9820,Loxia leucoptera,White-winged Crossbill,whwcro,32020,"Finches, Euphonias, and Allies",TBCR,LOLE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10126,10423,White-winged Crossbill,Loxia leucoptera,Loxia leucoptera,https://inaturalist-open-data.s3.amazonaws.com/photos/353039022/medium.jpeg,https://en.wikipedia.org/wiki/Two-barred_crossbill
9821,Chrysocorythus estherae,Mountain Serin,mouser1,32024,"Finches, Euphonias, and Allies",MOSE INSE,CHES,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10127,558638,Mountain Serin,Chrysocorythus estherae,Chrysocorythus estherae,https://inaturalist-open-data.s3.amazonaws.com/photos/109955068/medium.jpeg,
9822,Carduelis carduelis,European Goldfinch,eurgol,32031,"Finches, Euphonias, and Allies",EUGO,CACA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10128,145310,American Goldfinch,Carduelis tristis,Spinus tristis,https://inaturalist-open-data.s3.amazonaws.com/photos/84579952/medium.jpeg,http://en.wikipedia.org/wiki/American_goldfinch
9823,Carduelis citrinella,Citril Finch,citfin1,32048,"Finches, Euphonias, and Allies",CIFI,CACI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10129,9237,Citril Finch,Carduelis citrinella,Carduelis citrinella,https://inaturalist-open-data.s3.amazonaws.com/photos/137977145/medium.jpeg,http://en.wikipedia.org/wiki/Citril_finch
9824,Carduelis corsicana,Corsican Finch,corfin1,32049,"Finches, Euphonias, and Allies",COFI,CACO,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10130,73390,Corsican Finch,Carduelis corsicana,Carduelis corsicana,https://inaturalist-open-data.s3.amazonaws.com/photos/218498055/medium.jpeg,http://en.wikipedia.org/wiki/Corsican_finch
9825,Serinus serinus,European Serin,eurser1,32050,"Finches, Euphonias, and Allies",EUSE,SESE,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10131,9236,European Serin,Serinus serinus,Serinus serinus,https://inaturalist-open-data.s3.amazonaws.com/photos/71763707/medium.jpg,http://en.wikipedia.org/wiki/European_serin
9826,Serinus canaria,Island Canary,comcan,32052,"Finches, Euphonias, and Allies",ATCA,SECA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10132,9246,Island Canary,Serinus canaria,Serinus canaria,https://inaturalist-open-data.s3.amazonaws.com/photos/12383875/medium.jpg,http://en.wikipedia.org/wiki/Atlantic_canary
9827,Serinus pusillus,Fire-fronted Serin,fifser1,32055,"Finches, Euphonias, and Allies",RFSE FFSE,SEPU,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10133,9238,Fire-fronted Serin,Serinus pusillus,Serinus pusillus,https://static.inaturalist.org/photos/113016031/medium.jpg,http://en.wikipedia.org/wiki/Red-fronted_serin
9828,Serinus syriacus,Syrian Serin,syrser1,32056,"Finches, Euphonias, and Allies",SYSE,SESY,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10134,9232,Syrian Serin,Serinus syriacus,Serinus syriacus,https://inaturalist-open-data.s3.amazonaws.com/photos/93094713/medium.jpeg,http://en.wikipedia.org/wiki/Syrian_serin
9829,Serinus flavivertex,Yellow-crowned Canary,yeccan1,32058,"Finches, Euphonias, and Allies",YCCA,SEFL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10135,73391,Yellow-crowned Canary,Serinus flavivertex,Serinus flavivertex,https://inaturalist-open-data.s3.amazonaws.com/photos/81954409/medium.jpg,http://en.wikipedia.org/wiki/Yellow-crowned_canary
9830,Serinus canicollis,Cape Canary,capcan1,32062,"Finches, Euphonias, and Allies",CACA,SECA,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10136,9271,Cape Canary,Serinus canicollis,Serinus canicollis,https://inaturalist-open-data.s3.amazonaws.com/photos/30392756/medium.jpeg,http://en.wikipedia.org/wiki/Cape_canary
9831,Serinus nigriceps,Ethiopian Siskin,abysis1,32066,"Finches, Euphonias, and Allies",ETSI,SENI,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10137,9234,Ethiopian Siskin,Serinus nigriceps,Serinus nigriceps,https://inaturalist-open-data.s3.amazonaws.com/photos/196210194/medium.jpg,http://en.wikipedia.org/wiki/Ethiopian_siskin
9832,Serinus alario,Black-headed Canary,bkhcan2,32067,"Finches, Euphonias, and Allies",BHCA,SEAL,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10138,72477,Black-headed Canary,Serinus alario,Serinus alario,https://inaturalist-open-data.s3.amazonaws.com/photos/183380155/medium.jpg,http://en.wikipedia.org/wiki/Black-headed_canary
9833,Spinus thibetanus,Tibetan Serin,tibser1,32071,"Finches, Euphonias, and Allies",TISI TISE,SPTH,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10139,558640,Tibetan Serin,Spinus thibetanus,Spinus thibetanus,https://inaturalist-open-data.s3.amazonaws.com/photos/5412060/medium.jpg,http://en.wikipedia.org/wiki/Tibetan_serin
9834,Spinus spinus,Eurasian Siskin,eursis,32072,"Finches, Euphonias, and Allies",,SPSP,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,fringi1,,10140,145310,American Goldfinch,Spinus tristis,Spinus tristis,https://inaturalist-open-data.s3.amazonaws.com/photos/84579952/medium.jpeg,http://en.wikipedia.org/wiki/American_goldfinch
